"Lat","Lon","Area_ha","S","N","min_DBH_cm","Tree_def","Notes","Numerical_ID","Plot_ID","Dataset","Ref_short","Ref_long","TREE_DENS","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ISLAND","HABITAT","REALM","REALM_PK"
14.5,102,0.1,81,404,2.5,"trees and lianas",NA,1179,"sakaerat","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",0,10215,6326.91650390625,26.4,28.4,57,35,78,22,0,"Tropical and Subtropical Dry Broadleaf Forests","Indo-Malay","Indo-Malay"
-24.67,-64.5,0.1,25,197,2.5,"trees and lianas",NA,1180,"salta","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",52669,30127,11666.9169921875,17.6,22.1,53,12,96,427,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
29.68,-82.43,0.1,19,192,2.5,"trees and lianas",NA,1181,"sanfelas","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",11315,NA,NA,20.4,26.8,47,189,41,15,0,"Temperate Conifer Forests","Nearctic","Nearctic"
-1.6,-80.7,0.1,96,420,2.5,"trees and lianas",NA,1182,"sansebas","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",47041,25188,14427.5830078125,22.1,23.2,77,19,107,264,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic"
-17.77,-63.06667,0.1,63,180,2.5,"trees and lianas",NA,1183,"santacru","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",29076,22740,12910.5830078125,24.4,26.5,63,154,48,13,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic"
4.92,-74.83,0.1,76,382,2.5,"trees and lianas",NA,1184,"santotom","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",32826,27374,12633.5830078125,27.1,27.5,86,197,46,115,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic"
3.63,-53.2,0.1,149,324,2.5,"trees and lianas",NA,1185,"saul","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",50855,25088,12253.5,24.4,25,75,261,42,84,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
1.3895,110.296,0.1,224,474,2.5,"trees and lianas",NA,1186,"semengoh","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",24015,25130,11330.0830078125,26.7,27.2,88,619,36,55,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay"
-10.33,-75.17,0.1,191,366,2.5,"trees and lianas",NA,1187,"shiringa","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",41278,33757,11549.4169921875,23.5,23.9,82,290,45,326,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
22.83,-83,0.1,47,283,2.5,"trees and lianas",NA,1188,"sierraro","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",54956,35215,13231.5,24,26.3,61,194,47,180,1,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
4.58,-73.67,0.1,77,350,2.5,"trees and lianas",NA,1189,"sietecue","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",76502,25059,9326.0830078125,13.2,13.8,76,214,47,206,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
54.6,9.28,0.1,15,188,2.5,"trees and lianas",NA,1190,"suderhac","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",1155,11626,4383,8.1,15.5,28,143,24,7,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic"
-3.78,-73.5,0.1,169,489,2.5,"trees and lianas",NA,1191,"tahuampa","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",47485,26443,12531.9169921875,26.4,26.9,85,555,16,19,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.78,-69.28,0.1,158,355,2.5,"trees and lianas",NA,1192,"tamblat2","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",37193,34092,13726.5830078125,25.4,26.3,73,225,53,38,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.78,-69.28,0.1,156,354,2.5,"trees and lianas",NA,1193,"tambo","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",37193,34092,13726.5830078125,25.4,26.3,73,225,53,38,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.83,-69.28,0.1,187,355,2.5,"trees and lianas",NA,1194,"tamboall","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",41610,34079,13681.5830078125,25.4,26.3,73,234,52,14,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.82,-69.72,0.1,131,336,2.5,"trees and lianas",NA,1195,"tambupl","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",45885,34328,14268.5,25,25.9,74,345,48,27,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-6.58,-76.42,0.1,102,471,2.5,"trees and lianas",NA,1196,"tarapoto","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",8395,23358,13482.9169921875,25.5,25.9,87,191,27,123,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
11.33,-74.0333,0.1,68,326,2.5,"trees and lianas",NA,1197,"tayrona","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",127945,29492,13230.9169921875,26.6,27.3,82,40,74,346,0,"Deserts and Xeric Shrublands","Neotropic","Neotropic"
41.7,-79.4,0.1,20,94,2.5,"trees and lianas",NA,1198,"tidroute","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",58488,12130,5030.58349609375,7.6,18.6,32,220,17,133,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic"
5.77,-76.58,0.1,274,521,2.5,"trees and lianas",NA,1199,"tutunend","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",41641,23044,22123.333984375,26.6,26.8,92,1418,15,61,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
18.58,-95.13,0.1,102,323,2.5,"trees and lianas",NA,1200,"tuxtlas","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",27861,28669,12849.6669921875,21.9,24,57,198,65,173,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
38.5,-90.52,0.1,26,165,2.5,"trees and lianas",NA,1201,"tysongla","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",50641,10055,6195.25,12.5,24.1,32,186,19,56,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic"
38.5,-90.52,0.1,23,184,2.5,"trees and lianas",NA,1202,"tysonwoo","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",50641,10055,6195.25,12.5,24.1,32,186,19,56,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic"
10.15,-65.43,0.1,67,261,2.5,"trees and lianas",NA,1203,"uchire","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
4,-75.5,0.1,110,550,2.5,"trees and lianas",NA,1204,"ucumari","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",26170,25386,11114.5830078125,17.1,17.2,92,337,34,594,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
29.67,-82.33,0.1,32,168,2.5,"trees and lianas",NA,1205,"ufhortic","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",13036,NA,NA,20.4,26.8,47,190,41,3,0,"Temperate Conifer Forests","Nearctic","Nearctic"
59.85,17.63,0.1,13,111,2.5,"trees and lianas",NA,1206,"uppsala","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",15683,NA,NA,5.6,15.5,24,87,30,19,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic"
38.25,-90.62,0.1,23,189,2.5,"trees and lianas",NA,1207,"valleyvi","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",51911,10263,6256.91650390625,12.4,23.7,34,192,18,43,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic"
-9.5,147.5,0.1,210,474,2.5,"trees and lianas",NA,1208,"varirata","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",NA,11039,7600.5,23.9,24.9,77,381,31,40,0,"Tropical and Subtropical Moist Broadleaf Forests","Australasia","Australasia"
-5.75,-77.67,0.1,164,471,2.5,"trees and lianas",NA,1209,"vencer","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",56380,28900,15266.5830078125,18.4,19,79,201,23,368,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-19.7,-62.1,0.1,32,360,2.5,"trees and lianas",NA,1210,"yanaigua","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",58731,11609,2789.33325195312,24.7,27.6,62,26,60,10,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic"
-3.43,-72.85,0.1,216,303,2.5,"trees and lianas",NA,1211,"yanam1","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",45487,26568,12113.1669921875,26.2,26.7,85,534,20,28,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-3.43,-72.85,0.1,228,331,2.5,"trees and lianas",NA,1212,"yanam2","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",45487,26568,12113.1669921875,26.2,26.7,85,534,20,28,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-3.47,-72.83,0.1,164,356,2.5,"trees and lianas",NA,1213,"yanamtah","Gentry","Phillips & Miller 2002","Phillips & Miller (2002) Global patterns of plant diversity: Alwyn H. Gentry's Forest Transect Data Set. Missouri Botanical Garden Press.",40430,26754,12294.4169921875,26.3,26.9,84,533,20,16,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12,-69.1,0.1,93,229,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1214,"CAG-01","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",42065,32570,12681.4169921875,24.9,25.9,69,152,54,31,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12,-69.1,0.1,85,280,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1215,"CAG-02","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",42065,32570,12681.4169921875,24.9,25.9,69,152,54,31,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12,-69.1,0.1,65,268,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1216,"CAG-03","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",42065,32570,12681.4169921875,24.9,25.9,69,152,54,31,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12,-69.1,0.1,89,226,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1217,"CAG-04","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",42065,32570,12681.4169921875,24.9,25.9,69,152,54,31,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.1,-69.1,0.1,92,211,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1218,"CAG-05","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",33661,33811,13519.75,25.1,26.1,70,157,54,43,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.1,-69.2,0.1,83,235,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1219,"CAG-06","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",42293,33237,13098.75,25,25.9,70,166,54,24,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.2,-69.1,0.1,67,134,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1220,"CAG-07","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41945,33401,13276.75,25.1,26,71,163,54,35,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.2,-69.1,0.1,111,250,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1221,"CAG-08","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41945,33401,13276.75,25.1,26,71,163,54,35,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.1,-69.1,0.1,84,216,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1222,"CAG-09","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",33661,33811,13519.75,25.1,26.1,70,157,54,43,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.2,-69,0.1,66,224,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1223,"CAG-10","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41356,33045,13237.0830078125,25.2,26.1,70,156,55,42,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.2,-69,0.1,64,214,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1224,"CAG-11","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41356,33045,13237.0830078125,25.2,26.1,70,156,55,42,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.4,-69.3,0.1,81,227,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1225,"CBP-01","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41095,33259,13230.3330078125,25.1,26,72,193,53,51,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.4,-69.3,0.1,91,219,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1226,"CBP-02","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41095,33259,13230.3330078125,25.1,26,72,193,53,51,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.4,-69.3,0.1,84,177,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1227,"CBP-03","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41095,33259,13230.3330078125,25.1,26,72,193,53,51,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.4,-69.3,0.1,85,186,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1228,"CBP-04","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41095,33259,13230.3330078125,25.1,26,72,193,53,51,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.4,-69.3,0.1,88,191,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1229,"CBP-05","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41095,33259,13230.3330078125,25.1,26,72,193,53,51,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.4,-69.3,0.1,49,144,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1230,"CBP-06","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41095,33259,13230.3330078125,25.1,26,72,193,53,51,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.4,-69.3,0.1,73,211,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1231,"CBP-07","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41095,33259,13230.3330078125,25.1,26,72,193,53,51,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.4,-69.3,0.1,76,201,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1232,"CBP-08","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41095,33259,13230.3330078125,25.1,26,72,193,53,51,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.4,-69.3,0.1,84,203,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1233,"CBP-09","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41095,33259,13230.3330078125,25.1,26,72,193,53,51,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.7,-69.1,0.1,65,184,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1234,"CJC-04","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41071,33820,13414.8330078125,25.4,26.4,74,190,55,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.7,-69.1,0.1,64,208,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1235,"CJC-05","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41071,33820,13414.8330078125,25.4,26.4,74,190,55,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.6,-69.1,0.1,86,270,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1236,"CJC-06","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",NA,14659,3507.91674804688,25.6,26.5,73,180,55,25,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.7,-69.1,0.1,103,339,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1237,"CJC-07","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41071,33820,13414.8330078125,25.4,26.4,74,190,55,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.7,-69.1,0.1,85,305,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1238,"CJC-08","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",41071,33820,13414.8330078125,25.4,26.4,74,190,55,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.7,-69.2,0.1,104,383,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1239,"CJC-09","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",22778,32725,12279.4169921875,25.5,26.5,73,198,54,54,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.7,-69.2,0.1,20,365,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1240,"CJC-10","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",22778,32725,12279.4169921875,25.5,26.5,73,198,54,54,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.6,-69,0.1,81,229,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1241,"CLS-01","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",40693,33613,13551.3330078125,25.4,26.4,72,175,55,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.6,-69,0.1,81,284,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1242,"CLS-02","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",40693,33613,13551.3330078125,25.4,26.4,72,175,55,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
-12.6,-69,0.1,75,198,2.5,"trees and lianas","Linanas usually only about 1-5% of total stems. Notify the main address of correspondence (admin@forestplots.net) if you plan to use the dataset in a publication. Cite 2 papers!",1243,"CLS-03","Phillips_Peru","Phillips et al. 2003","Phillips et al. (2003) Efficient plot-based floristic assessment of tropical forests. Journal of Tropical Ecology 19:629-645.",40693,33613,13551.3330078125,25.4,26.4,72,175,55,26,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic"
